0.012500,0.057500,0.000000
0.012500,0.057500,0.003000
0.012500,0.062500,0.000000
0.012500,0.062500,0.003000
0.012500,0.067500,0.000000
0.012500,0.067500,0.003000
0.012500,0.072500,0.000000
0.012500,0.072500,0.003000
0.012500,0.077500,0.000000
0.012500,0.077500,0.003000
0.012500,0.082500,0.000000
0.012500,0.082500,0.003000
0.012500,0.087500,0.000000
0.012500,0.087500,0.003000
0.012500,0.092500,0.000000
0.012500,0.092500,0.003000
0.012500,0.097500,0.000000
0.012500,0.097500,0.003000
0.017500,0.002500,0.000000
0.017500,0.002500,0.003000
0.017500,0.007500,0.000000
0.017500,0.007500,0.003000
0.017500,0.012500,0.000000
0.017500,0.012500,0.003000
0.017500,0.017500,0.000000
0.017500,0.017500,0.003000
0.017500,0.022500,0.000000
0.017500,0.022500,0.003000
0.017500,0.027500,0.000000
0.017500,0.027500,0.003000
0.017500,0.032500,0.000000
0.017500,0.032500,0.003000
0.017500,0.037500,0.000000
0.017500,0.037500,0.003000
0.017500,0.042500,0.000000
0.017500,0.042500,0.003000
0.017500,0.047500,0.000000
0.017500,0.047500,0.003000
0.017500,0.052500,0.000000
0.017500,0.052500,0.003000
0.017500,0.057500,0.000000
0.017500,0.057500,0.003000
0.017500,0.062500,0.000000
0.017500,0.062500,0.003000
0.017500,0.067500,0.000000
0.017500,0.067500,0.003000
0.017500,0.072500,0.000000
0.017500,0.072500,0.003000
0.017500,0.077500,0.000000
0.017500,0.077500,0.003000
0.017500,0.082500,0.000000
0.017500,0.082500,0.003000
0.017500,0.087500,0.000000
0.017500,0.087500,0.003000
0.017500,0.092500,0.000000
0.017500,0.092500,0.003000
0.017500,0.097500,0.000000
0.017500,0.097500,0.003000
0.022500,0.002500,0.000000
0.022500,0.002500,0.003000
0.022500,0.007500,0.000000
0.022500,0.007500,0.003000
0.022500,0.012500,0.000000
0.022500,0.012500,0.003000
0.022500,0.017500,0.000000
0.022500,0.017500,0.003000
0.022500,0.022500,0.000000
0.022500,0.022500,0.003000
0.022500,0.027500,0.000000
0.022500,0.027500,0.003000
0.022500,0.032500,0.000000
0.022500,0.032500,0.003000
0.022500,0.037500,0.000000
0.022500,0.037500,0.003000
0.022500,0.042500,0.000000
0.022500,0.042500,0.003000
0.022500,0.047500,0.000000
0.022500,0.047500,0.003000
0.022500,0.052500,0.000000
0.022500,0.052500,0.003000
0.022500,0.057500,0.000000
0.022500,0.057500,0.003000
0.022500,0.062500,0.000000
0.022500,0.062500,0.003000
0.022500,0.067500,0.000000
0.022500,0.067500,0.003000
0.022500,0.072500,0.000000
0.022500,0.072500,0.003000
0.022500,0.077500,0.000000
0.022500,0.077500,0.003000
0.022500,0.082500,0.000000
0.022500,0.082500,0.003000
0.022500,0.087500,0.000000
0.022500,0.087500,0.003000
0.022500,0.092500,0.000000
0.022500,0.092500,0.003000
0.022500,0.097500,0.000000
0.022500,0.097500,0.003000
0.027500,0.002500,0.000000
0.027500,0.002500,0.003000
0.027500,0.007500,0.000000
0.027500,0.007500,0.003000
0.027500,0.012500,0.000000
0.027500,0.012500,0.003000
0.027500,0.017500,0.000000
0.027500,0.017500,0.003000
0.027500,0.022500,0.000000
0.027500,0.022500,0.003000
0.027500,0.027500,0.000000
0.027500,0.027500,0.003000
0.027500,0.032500,0.000000
0.027500,0.032500,0.003000
0.027500,0.037500,0.000000
0.027500,0.037500,0.003000
0.027500,0.042500,0.000000
0.027500,0.042500,0.003000
0.027500,0.047500,0.000000
0.027500,0.047500,0.003000
0.027500,0.052500,0.000000
0.027500,0.052500,0.003000
0.027500,0.057500,0.000000
0.027500,0.057500,0.003000
0.027500,0.062500,0.000000
0.027500,0.062500,0.003000
0.027500,0.067500,0.000000
0.027500,0.067500,0.003000
0.027500,0.072500,0.000000
0.027500,0.072500,0.003000
0.027500,0.077500,0.000000
0.027500,0.077500,0.003000
0.027500,0.082500,0.000000
0.027500,0.082500,0.003000
0.027500,0.087500,0.000000
0.027500,0.087500,0.003000
0.027500,0.092500,0.000000
0.027500,0.092500,0.003000
0.027500,0.097500,0.000000
0.027500,0.097500,0.003000
0.032500,0.002500,0.000000
0.032500,0.002500,0.003000
0.032500,0.007500,0.000000
0.032500,0.007500,0.003000
0.032500,0.012500,0.000000
0.032500,0.012500,0.003000
0.032500,0.017500,0.000000
0.032500,0.017500,0.003000
0.032500,0.022500,0.000000
0.032500,0.022500,0.003000
0.032500,0.027500,0.000000
0.032500,0.027500,0.003000
0.032500,0.032500,0.000000
0.032500,0.032500,0.003000
0.032500,0.037500,0.000000
0.032500,0.037500,0.003000
0.032500,0.042500,0.000000
0.032500,0.042500,0.003000
0.032500,0.047500,0.000000
0.032500,0.047500,0.003000
0.032500,0.052500,0.000000
0.032500,0.052500,0.003000
0.032500,0.057500,0.000000
0.032500,0.057500,0.003000
0.032500,0.062500,0.000000
0.032500,0.062500,0.003000
0.032500,0.067500,0.000000
0.032500,0.067500,0.003000
0.032500,0.072500,0.000000
0.032500,0.072500,0.003000
0.032500,0.077500,0.000000
0.032500,0.077500,0.003000
0.032500,0.082500,0.000000
0.032500,0.082500,0.003000
0.032500,0.087500,0.000000
0.032500,0.087500,0.003000
0.032500,0.092500,0.000000
0.032500,0.092500,0.003000
0.032500,0.097500,0.000000
0.032500,0.097500,0.003000
0.037500,0.002500,0.000000
0.037500,0.002500,0.003000
0.037500,0.007500,0.000000
0.037500,0.007500,0.003000
0.037500,0.012500,0.000000
0.037500,0.012500,0.003000
0.037500,0.017500,0.000000
0.037500,0.017500,0.003000
0.037500,0.022500,0.000000
0.037500,0.022500,0.003000
0.037500,0.027500,0.000000
0.037500,0.027500,0.003000
0.037500,0.032500,0.000000
0.037500,0.032500,0.003000
0.037500,0.037500,0.000000
0.037500,0.037500,0.003000
0.037500,0.042500,0.000000
0.037500,0.042500,0.003000
0.037500,0.047500,0.000000
0.037500,0.047500,0.003000
0.037500,0.052500,0.000000
0.037500,0.052500,0.003000
0.037500,0.057500,0.000000
0.037500,0.057500,0.003000
0.037500,0.062500,0.000000
0.037500,0.062500,0.003000
0.037500,0.067500,0.000000
0.037500,0.067500,0.003000
0.037500,0.072500,0.000000
0.037500,0.072500,0.003000
0.037500,0.077500,0.000000
0.037500,0.077500,0.003000
0.037500,0.082500,0.000000
0.037500,0.082500,0.003000
0.037500,0.087500,0.000000
0.037500,0.087500,0.003000
0.037500,0.092500,0.000000
0.037500,0.092500,0.003000
0.037500,0.097500,0.000000
0.037500,0.097500,0.003000
0.042500,0.002500,0.000000
0.042500,0.002500,0.003000
0.042500,0.007500,0.000000
0.042500,0.007500,0.003000
0.042500,0.012500,0.000000
0.042500,0.012500,0.003000
0.042500,0.017500,0.000000
0.042500,0.017500,0.003000
0.042500,0.022500,0.000000
0.042500,0.022500,0.003000
0.042500,0.027500,0.000000
0.042500,0.027500,0.003000
0.042500,0.032500,0.000000
0.042500,0.032500,0.003000
0.042500,0.037500,0.000000
0.042500,0.037500,0.003000
0.042500,0.042500,0.000000
0.042500,0.042500,0.003000
0.042500,0.047500,0.000000
0.042500,0.047500,0.003000
0.042500,0.052500,0.000000
0.042500,0.052500,0.003000
0.042500,0.057500,0.000000
0.042500,0.057500,0.003000
0.042500,0.062500,0.000000
0.042500,0.062500,0.003000
0.042500,0.067500,0.000000
0.042500,0.067500,0.003000
0.042500,0.072500,0.000000
0.042500,0.072500,0.003000
0.042500,0.077500,0.000000
0.042500,0.077500,0.003000
0.042500,0.082500,0.000000
0.042500,0.082500,0.003000
0.042500,0.087500,0.000000
0.042500,0.087500,0.003000
0.042500,0.092500,0.000000
0.042500,0.092500,0.003000
0.042500,0.097500,0.000000
0.042500,0.097500,0.003000
0.047500,0.002500,0.000000
0.047500,0.002500,0.003000
0.047500,0.007500,0.000000
0.047500,0.007500,0.003000
0.047500,0.012500,0.000000
0.047500,0.012500,0.003000
0.047500,0.017500,0.000000
0.047500,0.017500,0.003000
0.047500,0.022500,0.000000
0.047500,0.022500,0.003000
0.047500,0.027500,0.000000
0.047500,0.027500,0.003000
0.047500,0.032500,0.000000
0.047500,0.032500,0.003000
0.047500,0.037500,0.000000
0.047500,0.037500,0.003000
0.047500,0.042500,0.000000
0.047500,0.042500,0.003000
0.047500,0.047500,0.000000
0.047500,0.047500,0.003000
0.047500,0.052500,0.000000
0.047500,0.052500,0.003000
0.047500,0.057500,0.000000
0.047500,0.057500,0.003000
0.047500,0.062500,0.000000
0.047500,0.062500,0.003000
0.047500,0.067500,0.000000
0.047500,0.067500,0.003000
0.047500,0.072500,0.000000
0.047500,0.072500,0.003000
0.047500,0.077500,0.000000
0.047500,0.077500,0.003000
0.047500,0.082500,0.000000
0.047500,0.082500,0.003000
0.047500,0.087500,0.000000
0.047500,0.087500,0.003000
0.047500,0.092500,0.000000
0.047500,0.092500,0.003000
0.047500,0.097500,0.000000
0.047500,0.097500,0.003000
0.052500,0.002500,0.000000
0.052500,0.002500,0.003000
0.052500,0.007500,0.000000
0.052500,0.007500,0.003000
0.052500,0.012500,0.000000
0.052500,0.012500,0.003000
0.052500,0.017500,0.000000
0.052500,0.017500,0.003000
0.052500,0.022500,0.000000
0.052500,0.022500,0.003000
0.052500,0.027500,0.000000
0.052500,0.027500,0.003000
0.052500,0.032500,0.000000
0.052500,0.032500,0.003000
0.052500,0.037500,0.000000
0.052500,0.037500,0.003000
0.052500,0.042500,0.000000
0.052500,0.042500,0.003000
0.052500,0.047500,0.000000
0.052500,0.047500,0.003000
0.052500,0.052500,0.000000
0.052500,0.052500,0.003000
0.052500,0.057500,0.000000
0.052500,0.057500,0.003000
0.052500,0.062500,0.000000
0.052500,0.062500,0.003000
0.052500,0.067500,0.000000
0.052500,0.067500,0.003000
0.052500,0.072500,0.000000
0.052500,0.072500,0.003000
0.052500,0.077500,0.000000
0.052500,0.077500,0.003000
0.052500,0.082500,0.000000
0.052500,0.082500,0.003000
0.052500,0.087500,0.000000
0.052500,0.087500,0.003000
0.052500,0.092500,0.000000
0.052500,0.092500,0.003000
0.052500,0.097500,0.000000
0.052500,0.097500,0.003000
0.057500,0.002500,0.000000
0.057500,0.002500,0.003000
0.057500,0.007500,0.000000
0.057500,0.007500,0.003000
0.057500,0.012500,0.000000
0.057500,0.012500,0.003000
0.057500,0.017500,0.000000
0.057500,0.017500,0.003000
0.057500,0.022500,0.000000
0.057500,0.022500,0.003000
0.057500,0.027500,0.000000
0.057500,0.027500,0.003000
0.057500,0.032500,0.000000
0.057500,0.032500,0.003000
0.057500,0.037500,0.000000
0.057500,0.037500,0.003000
0.057500,0.042500,0.000000
0.057500,0.042500,0.003000
0.057500,0.047500,0.000000
0.057500,0.047500,0.003000
0.057500,0.052500,0.000000
0.057500,0.052500,0.003000
0.057500,0.057500,0.000000
0.057500,0.057500,0.003000
0.057500,0.062500,0.000000
0.057500,0.062500,0.003000
0.057500,0.067500,0.000000
0.057500,0.067500,0.003000
0.057500,0.072500,0.000000
0.057500,0.072500,0.003000
0.057500,0.077500,0.000000
0.057500,0.077500,0.003000
0.057500,0.082500,0.000000
0.057500,0.082500,0.003000
0.057500,0.087500,0.000000
0.057500,0.087500,0.003000
0.057500,0.092500,0.000000
0.057500,0.092500,0.003000
0.057500,0.097500,0.000000
0.057500,0.097500,0.003000
0.062500,0.002500,0.000000
0.062500,0.002500,0.003000
0.062500,0.007500,0.000000
0.062500,0.007500,0.003000
0.062500,0.012500,0.000000
0.062500,0.012500,0.003000
0.062500,0.017500,0.000000
0.062500,0.017500,0.003000
0.062500,0.022500,0.000000
0.062500,0.022500,0.003000
0.062500,0.027500,0.000000
0.062500,0.027500,0.003000
0.062500,0.032500,0.000000
0.062500,0.032500,0.003000
0.062500,0.037500,0.000000
0.062500,0.037500,0.003000
0.062500,0.042500,0.000000
0.062500,0.042500,0.003000
0.062500,0.047500,0.000000
0.062500,0.047500,0.003000
0.062500,0.052500,0.000000
0.062500,0.052500,0.003000
0.062500,0.057500,0.000000
0.062500,0.057500,0.003000
0.062500,0.062500,0.000000
0.062500,0.062500,0.003000
0.062500,0.067500,0.000000
0.062500,0.067500,0.003000
0.062500,0.072500,0.000000
0.062500,0.072500,0.003000
0.062500,0.077500,0.000000
0.062500,0.077500,0.003000
0.062500,0.082500,0.000000
0.062500,0.082500,0.003000
0.062500,0.087500,0.000000
0.062500,0.087500,0.003000
0.062500,0.092500,0.000000
0.062500,0.092500,0.003000
0.062500,0.097500,0.000000
0.062500,0.097500,0.003000
0.067500,0.002500,0.000000
0.067500,0.002500,0.003000
0.067500,0.007500,0.000000
0.067500,0.007500,0.003000
0.067500,0.012500,0.000000
0.067500,0.012500,0.003000
0.067500,0.017500,0.000000
0.067500,0.017500,0.003000
0.067500,0.022500,0.000000
0.067500,0.022500,0.003000
0.067500,0.027500,0.000000
0.067500,0.027500,0.003000
0.067500,0.032500,0.000000
0.067500,0.032500,0.003000
0.067500,0.037500,0.000000
0.067500,0.037500,0.003000
0.067500,0.042500,0.000000
0.067500,0.042500,0.003000
0.067500,0.047500,0.000000
0.067500,0.047500,0.003000
0.067500,0.052500,0.000000
0.067500,0.052500,0.003000
0.067500,0.057500,0.000000
0.067500,0.057500,0.003000
0.067500,0.062500,0.000000
0.067500,0.062500,0.003000
0.067500,0.067500,0.000000
0.067500,0.067500,0.003000
0.067500,0.072500,0.000000
0.067500,0.072500,0.003000
0.067500,0.077500,0.000000
0.067500,0.077500,0.003000
0.067500,0.082500,0.000000
0.067500,0.082500,0.003000
0.067500,0.087500,0.000000
0.067500,0.087500,0.003000
0.067500,0.092500,0.000000
0.067500,0.092500,0.003000
0.067500,0.097500,0.000000
0.067500,0.097500,0.003000
0.072500,0.002500,0.000000
0.072500,0.002500,0.003000
0.072500,0.007500,0.000000
0.072500,0.007500,0.003000
0.072500,0.012500,0.000000
0.072500,0.012500,0.003000
0.072500,0.017500,0.000000
0.072500,0.017500,0.003000
0.072500,0.022500,0.000000
0.072500,0.022500,0.003000
0.072500,0.027500,0.000000
0.072500,0.027500,0.003000
0.072500,0.032500,0.000000
0.072500,0.032500,0.003000
0.072500,0.037500,0.000000
0.072500,0.037500,0.003000
0.072500,0.042500,0.000000
0.072500,0.042500,0.003000
0.072500,0.047500,0.000000
0.072500,0.047500,0.003000
0.072500,0.052500,0.000000
0.072500,0.052500,0.003000
0.072500,0.057500,0.000000
0.072500,0.057500,0.003000
0.072500,0.062500,0.000000
0.072500,0.062500,0.003000
0.072500,0.067500,0.000000
0.072500,0.067500,0.003000
0.072500,0.072500,0.000000
0.072500,0.072500,0.003000
0.072500,0.077500,0.000000
0.072500,0.077500,0.003000
0.072500,0.082500,0.000000
0.072500,0.082500,0.003000
0.072500,0.087500,0.000000
0.072500,0.087500,0.003000
0.072500,0.092500,0.000000
0.072500,0.092500,0.003000
0.072500,0.097500,0.000000
0.072500,0.097500,0.003000
0.077500,0.002500,0.000000
0.077500,0.002500,0.003000
0.077500,0.007500,0.000000
0.077500,0.007500,0.003000
0.077500,0.012500,0.000000
0.077500,0.012500,0.003000
0.077500,0.017500,0.000000
0.077500,0.017500,0.003000
0.077500,0.022500,0.000000
0.077500,0.022500,0.003000
0.077500,0.027500,0.000000
0.077500,0.027500,0.003000
0.077500,0.032500,0.000000
0.077500,0.032500,0.003000
0.077500,0.037500,0.000000
0.077500,0.037500,0.003000
0.077500,0.042500,0.000000
0.077500,0.042500,0.003000
0.077500,0.047500,0.000000
0.077500,0.047500,0.003000
0.077500,0.052500,0.000000
0.077500,0.052500,0.003000
0.077500,0.057500,0.000000
0.077500,0.057500,0.003000
0.077500,0.062500,0.000000
0.077500,0.062500,0.003000
0.077500,0.067500,0.000000
0.077500,0.067500,0.003000
0.077500,0.072500,0.000000
0.077500,0.072500,0.003000
0.077500,0.077500,0.000000
0.077500,0.077500,0.003000
0.077500,0.082500,0.000000
0.077500,0.082500,0.003000
0.077500,0.087500,0.000000
0.077500,0.087500,0.003000
0.077500,0.092500,0.000000
0.077500,0.092500,0.003000
0.077500,0.097500,0.000000
0.077500,0.097500,0.003000
0.082500,0.002500,0.000000
0.082500,0.002500,0.003000
0.082500,0.007500,0.000000
0.082500,0.007500,0.003000
0.082500,0.012500,0.000000
0.082500,0.012500,0.003000
0.082500,0.017500,0.000000
0.082500,0.017500,0.003000
0.082500,0.022500,0.000000
0.082500,0.022500,0.003000
0.082500,0.027500,0.000000
0.082500,0.027500,0.003000
0.082500,0.032500,0.000000
0.082500,0.032500,0.003000
0.082500,0.037500,0.000000
0.082500,0.037500,0.003000
0.082500,0.042500,0.000000
0.082500,0.042500,0.003000
0.082500,0.047500,0.000000
0.082500,0.047500,0.003000
0.082500,0.052500,0.000000
0.082500,0.052500,0.003000
0.082500,0.057500,0.000000
0.082500,0.057500,0.003000
0.082500,0.062500,0.000000
0.082500,0.062500,0.003000
0.082500,0.067500,0.000000
0.082500,0.067500,0.003000
0.082500,0.072500,0.000000
0.082500,0.072500,0.003000
0.082500,0.077500,0.000000
0.082500,0.077500,0.003000
0.082500,0.082500,0.000000
0.082500,0.082500,0.003000
0.082500,0.087500,0.000000
0.082500,0.087500,0.003000
0.082500,0.092500,0.000000
0.082500,0.092500,0.003000
0.082500,0.097500,0.000000
0.082500,0.097500,0.003000
0.087500,0.002500,0.000000
0.087500,0.002500,0.003000
0.087500,0.007500,0.000000
0.087500,0.007500,0.003000
0.087500,0.012500,0.000000
0.087500,0.012500,0.003000
0.087500,0.017500,0.000000
0.087500,0.017500,0.003000
0.087500,0.022500,0.000000
0.087500,0.022500,0.003000
0.087500,0.027500,0.000000
0.087500,0.027500,0.003000
0.087500,0.032500,0.000000
0.087500,0.032500,0.003000
0.087500,0.037500,0.000000
0.087500,0.037500,0.003000
0.087500,0.042500,0.000000
0.087500,0.042500,0.003000
0.087500,0.047500,0.000000
0.087500,0.047500,0.003000
0.087500,0.052500,0.000000
0.087500,0.052500,0.003000
0.087500,0.057500,0.000000
0.087500,0.057500,0.003000
0.087500,0.062500,0.000000
0.087500,0.062500,0.003000
0.087500,0.067500,0.000000
0.087500,0.067500,0.003000
0.087500,0.072500,0.000000
0.087500,0.072500,0.003000
0.087500,0.077500,0.000000
0.087500,0.077500,0.003000
0.087500,0.082500,0.000000
0.087500,0.082500,0.003000
0.087500,0.087500,0.000000
0.087500,0.087500,0.003000
0.087500,0.092500,0.000000
0.087500,0.092500,0.003000
0.087500,0.097500,0.000000
0.087500,0.097500,0.003000
0.092500,0.002500,0.000000
0.092500,0.002500,0.003000
0.092500,0.007500,0.000000
0.092500,0.007500,0.003000
0.092500,0.012500,0.000000
0.092500,0.012500,0.003000
0.092500,0.017500,0.000000
0.092500,0.017500,0.003000
0.092500,0.022500,0.000000
0.092500,0.022500,0.003000
0.092500,0.027500,0.000000
0.092500,0.027500,0.003000
0.092500,0.032500,0.000000
0.092500,0.032500,0.003000
0.092500,0.037500,0.000000
0.092500,0.037500,0.003000
0.092500,0.042500,0.000000
0.092500,0.042500,0.003000
0.092500,0.047500,0.000000
0.092500,0.047500,0.003000
0.092500,0.052500,0.000000
0.092500,0.052500,0.003000
0.092500,0.057500,0.000000
0.092500,0.057500,0.003000
0.092500,0.062500,0.000000
0.092500,0.062500,0.003000
0.092500,0.067500,0.000000
0.092500,0.067500,0.003000
0.092500,0.072500,0.000000
0.092500,0.072500,0.003000
0.092500,0.077500,0.000000
0.092500,0.077500,0.003000
0.092500,0.082500,0.000000
0.092500,0.082500,0.003000
0.092500,0.087500,0.000000
0.092500,0.087500,0.003000
0.092500,0.092500,0.000000
0.092500,0.092500,0.003000
0.092500,0.097500,0.000000
0.092500,0.097500,0.003000
0.097500,0.002500,0.000000
0.097500,0.002500,0.003000
0.097500,0.007500,0.000000
0.097500,0.007500,0.003000
0.097500,0.012500,0.000000
0.097500,0.012500,0.003000
0.097500,0.017500,0.000000
0.097500,0.017500,0.003000
0.097500,0.022500,0.000000
0.097500,0.022500,0.003000
0.097500,0.027500,0.000000
0.097500,0.027500,0.003000
0.097500,0.032500,0.000000
0.097500,0.032500,0.003000
0.097500,0.037500,0.000000
0.097500,0.037500,0.003000
0.097500,0.042500,0.000000
0.097500,0.042500,0.003000
0.097500,0.047500,0.000000
0.097500,0.047500,0.003000
0.097500,0.052500,0.000000
0.097500,0.052500,0.003000
0.097500,0.057500,0.000000
0.097500,0.057500,0.003000
0.097500,0.062500,0.000000
0.097500,0.062500,0.003000
0.097500,0.067500,0.000000
0.097500,0.067500,0.003000
0.097500,0.072500,0.000000
0.097500,0.072500,0.003000
0.097500,0.077500,0.000000
0.097500,0.077500,0.003000
0.097500,0.082500,0.000000
0.097500,0.082500,0.003000
0.097500,0.087500,0.000000
0.097500,0.087500,0.003000
0.097500,0.092500,0.000000
0.097500,0.092500,0.003000
0.097500,0.097500,0.000000
0.097500,0.097500,0.003000
